Regulator	Score	N_modules	N_targets	Modules	Targets
NFE2	10.59265942883366	2.0	24.0	44|104	PHOSPHO1|CXCR1|HBA1|ALAS2|PF4|PPBP|NFE2|TUBB1|HBB|HBA2|FCGR3B|APOBEC3A|PHOSPHO1|CXCR1|IL1R2|IL18RAP|KCNJ15|PF4|IL1RL1|PPBP|NFE2|TUBB1|FCGR3B|APOBEC3A
SOX8	8.438851033988778	9.0	333.0	5|21|36|51|77|78|90|99|118	NCALD|ADD2|OLIG2|TNR|MMD2|FXYD6|DGKB|KCNQ2|OLIG1|MMP16|GRIA2|CACNG7|GNG4|BCAN|FAM131B|PTPRD|THSD7A|BCHE|PIANP|NOL4|LRRTM3|FRMPD1|ASIC4|NRXN2|SLIT1|DSCAM|NRXN1|CSMD1|SEZ6L|KCNA2|TMEM132B|ZNF704|NXPH3|XKR4|PURG|CNTNAP5|CADM2|ELAVL3|CSRNP3|LRRTM2|SOX8|BRSK2|NKAIN4|CDHR1|MPPED2|FLRT1|TMEM145|PRR36|ZDHHC22|NTRK3|NLGN3|LINGO1|CSPG5|MAP2|ZFP69B|NKAIN1|RCOR2|DCX|RGR|ZNF74|MYCN|FOXO6|GADD45G|ONECUT2|SOX11|VAX2|ZBTB12|TSHZ1|SOX4|SEMA5B|PATZ1|NEU4|TNFRSF13C|ZNF711|GPC2|CTCF|SOX6|ZNF821|DLL3|SCN3A|MEX3A|KLF12|AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2|TNN|LHFPL3|LMO1|KLHL4|OLIG2|SP4|SHOX2|HSF2|RGR|BEST3|TSPAN11|CPNE4|ZNF292|OLIG1|MMP16|C2orf80|FGF14|ELOVL2|NETO2|ZNF521|CREBZF|ZNF662|FOXN2|ZNF10|CNR1|NOS2|CDK6|FREM2|SNTG1|ZNF441|ZNF354A|CREB3L1|GAS1|MAB21L1|SOCS2|ZNF322|ZNF596|BEX1|NFYA|LRRTM3|ASIC4|ETV1|FLRT3|DRAXIN|FAM181B|ZEB1|ZNF502|IGF2BP3|WSCD1|KLF12|FBN3|TCF12|FOXG1|GRIK3|DSCAM|BATF3|ACOT12|TMEM132B|TBX2|NKX2-2|KCTD14|TENM1|CCER2|TRIM71|CREB5|PNPLA3|RFX7|ERF|EGFR|STK32B|POU3F3|ZBTB24|ZNF718|SATB2|COL9A3|SOX8|KCNIP1|ZNF84|NKAIN4|TAS2R7|SEC61G|TAS2R8|NEU4|CDC5L|ASCL1|ZBTB2|FLRT1|VGF|ZNF80|ZNF114|XKR5|MYT1|ADAM33|E2F3|COL20A1|LHFPL4|ADD2|FAM131B|SLIT1|ASCL1|FXYD6|ZNF704|NCAN|TMEM145|ZDHHC22|SLC24A3|NTRK3|COL28A1|MAST1|CACNG7|FAM181B|MAP2|WSCD1|BCAN|TRIL|LHFPL4|LRRTM2|SOX4|SEMA5B|PATZ1|RCOR2|DCX|ZNF711|GPC2|ZNF74|FOXO6|CCER2|XKR5|ZNF624|ZNF821|ONECUT2|SOX11|VAX2|ZBTB12|MEX3A|SLITRK2|PKNOX2|GRIK3|RPE65|MYO16|LRRC4C|MEIS3|FLRT3|MEGF11|KCND2|TSHZ1|TRIM71|SOX6|EPHB1|ZFP69B|DLL3|SCN3A|TSPAN11|MYH7|FLRT1|MYCN|FBN3|POU3F4|FAT3|SOX9|SNCAIP|CADM2|MPPED2|BCHE|GRIA2|FAM181B|SOX21|TRPS1|LHFPL4
BATF	7.9098318860074395	2.0	117.0	11|54	TDO2|FPR2|BDKRB2|VENTX|CFD|PRDM1|FAM20A|MSC|LYZ|LILRB5|IL2RA|RUNX3|CD52|STAT6|TMEM150B|S100A8|CR1|GPNMB|TNFSF15|SPHK1|ACP5|GPR183|BCL2A1|TNFRSF8|HK3|STAT4|PTGER2|RNASE2|SERPINA1|SLC11A1|IRF4|ASCL2|MCTP2|IL4I1|FOLR2|IL1R1|LYVE1|TREML2|CD28|LTB|REL|AQP9|THBD|NXF3|PAPPA|IL18R1|GPR84|ASGR2|FPR3|SPI1|P2RY8|IL7R|TNFRSF9|LILRB3|BATF|F13A1|TREM1|TLR8|SLAMF8|CD163|FCGR2B|CCR2|RHOH|LRG1|PRF1|CLEC10A|DOK2|VSIG4|IL10|CD300LB|LY9|IL21R|S100A9|FPR1|FCAR|MAFB|KLHDC7B|MRC1|HLX|TDO2|FOXP1|ADAMTS12|NXF3|CFD|KLF2|B3GNT8|HLA-DQB1|FPR3|TNFSF9|LILRB5|MLPH|OXER1|HLA-DRB5|CTSW|CD52|P4HA3|ROR2|SPHK1|CD36|ACP5|PPARG|ADAMDEC1|ADTRP|STAT4|HLA-DQA1|PTGER2|CLEC10A|CD300LB|IRF4|LY9|F2RL1|COLEC12|IL4I1|FOLR2|KLHDC7B|HLX|LTB
CEBPA	7.8084301533494855	3.0	62.0	20|64|68	CEBPA|POU2F2|CREBL2|FLI1|SP140|ACSM5|CD69|SIGLEC8|IKZF1|ANKRD22|IRF8|LYL1|TMEM119|SCIN|TNFRSF8|OLR1|MLXIPL|CLEC17A|SELL|CX3CR1|PRR15|IL21R|FGF20|HAMP|HHEX|MEF2C|P2RY12|TAL1|SNAI3|IRF5|LYL1|SCIN|POU2F2|SELL|ELF1|FLI1|SPI1|SP140|HAMP|TFEC|MS4A4E|HHEX|STAT6|TLR8|IKZF1|ANKRD22|SNAI3|IRF8|IRF5|MLXIPL|CLEC17A|CX3CR1|GLDN|FGF20|PADI2|MEF2C|ACSM5|P2RY12|TAL1|SIGLEC8|PTCRA|PIGR
ZNF704	7.500995173360357	4.0	253.0	5|36|51|77	NCALD|ADD2|OLIG2|TNR|MMD2|FXYD6|DGKB|KCNQ2|OLIG1|MMP16|GRIA2|CACNG7|GNG4|BCAN|FAM131B|PTPRD|THSD7A|BCHE|PIANP|NOL4|LRRTM3|FRMPD1|ASIC4|NRXN2|SLIT1|DSCAM|NRXN1|CSMD1|SEZ6L|KCNA2|TMEM132B|ZNF704|NXPH3|XKR4|PURG|CNTNAP5|CADM2|ELAVL3|CSRNP3|LRRTM2|SOX8|BRSK2|NKAIN4|CDHR1|MPPED2|FLRT1|TMEM145|PRR36|ZDHHC22|NTRK3|NLGN3|LINGO1|CSPG5|MAP2|AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2|TNN|LHFPL3|LMO1|KLHL4|OLIG2|SP4|SHOX2|HSF2|RGR|BEST3|TSPAN11|CPNE4|ZNF292|OLIG1|MMP16|C2orf80|FGF14|ELOVL2|NETO2|ZNF521|CREBZF|ZNF662|FOXN2|ZNF10|CNR1|NOS2|CDK6|FREM2|SNTG1|ZNF441|ZNF354A|CREB3L1|GAS1|MAB21L1|SOCS2|ZNF322|ZNF596|BEX1|NFYA|LRRTM3|ASIC4|ETV1|FLRT3|DRAXIN|FAM181B|ZEB1|ZNF502|IGF2BP3|WSCD1|KLF12|FBN3|TCF12|FOXG1|GRIK3|DSCAM|BATF3|ACOT12|TMEM132B|TBX2|NKX2-2|KCTD14|TENM1|CCER2|TRIM71|CREB5|PNPLA3|RFX7|ERF|EGFR|STK32B|POU3F3|ZBTB24|ZNF718|SATB2|COL9A3|SOX8|KCNIP1|ZNF84|NKAIN4|TAS2R7|SEC61G|TAS2R8|NEU4|CDC5L|ASCL1|ZBTB2|FLRT1|VGF|ZNF80|ZNF114|XKR5|MYT1|ADAM33|E2F3|COL20A1|LHFPL4|ADD2|FAM131B|SLIT1|ASCL1|FXYD6|ZNF704|NCAN|TMEM145|ZDHHC22|SLC24A3|NTRK3|COL28A1|MAST1|CACNG7|FAM181B|MAP2|WSCD1|BCAN|TRIL|LHFPL4|LRRTM2
DBX2	7.3345470385468685	5.0	143.0	19|65|73|103|105	KLHL4|HS3ST3A1|CPNE4|TEAD3|NPNT|RASEF|COL23A1|HABP2|ZBTB42|TGIF2|CMYA5|ZIC5|MSMP|PKIB|GPR37|SRPX|NETO2|WIPF3|SPRY4|EYA4|ADRA1D|LANCL3|NOS2|POU3F2|ETV5|MGARP|ETV4|CREB3L1|GAS1|SOCS2|BCAT1|DPP4|PSORS1C1|STAC|ZNF217|MEIS1|SALL4|GRB10|ARSJ|HS3ST3B1|DUSP4|C1QTNF1|RGS6|SLC16A11|TSTD1|POSTN|TRPM3|TBX2|KCTD14|DBX2|LAMA2|CREB5|ZDHHC23|PNPLA3|ACSS3|CNGA3|ZIC2|SATB2|JPH1|ADAMTS3|FAM78B|TMEM221|PLA2G5|SHROOM3|MT1E|ADAM33|PDGFD|HOPX|ADAMTS18|ALK|KCNF1|COL25A1|ZNF552|TSTD1|CCDC175|ADRA1D|CHODL|LANCL3|ABCA6|OTX1|NPNT|COL23A1|RASEF|ZDHHC23|GULP1|UNC5C|MSMP|USP6|CHRNA1|NCMAP|SLC16A11|ADAMTS18|F12|BMP8B|KLRC2|PODN|ELFN1|OXCT2|DLX5|EYA1|NPR3|BAMBI|FCRLA|MYO5B|ZNF469|CDH3|SAMD11|SLCO5A1|PDGFRA|ZEB2|ZFP69|PRSS35|RARB|RASL11B|COL11A1|SYT6|IGF2|GDNF|TFAP2A|SLC1A2|SLC6A11|LGR6|THRB|C4orf19|ZFP92|ACSBG1|DGKG|ABCD2|NR3C2|WIPF3|ALDH1L1|GMEB1|ZNF22|ZNF281|ELF2|ZNF32|NFYA|IKZF5|FERMT1|COCH|PEG10|ZNF492|ZNF518A
NR3C2	6.806450405270276	3.0	41.0	80|85|103	SKIDA1|ZNF521|ZNF713|APOL4|MRPS17|IGSF3|TBX1|LAMA1|MAB21L1|PHKG1|SOX9|EGFR|VOPP1|ELOVL2|SKIDA1|ZHX3|GSG1L|KLF15|NKAIN3|ACSBG1|DGKG|SOX9|ESRRG|COL28A1|MT3|NPAS3|GRIK1|EMILIN3|TRIL|SLC1A2|SLC6A11|LGR6|THRB|C4orf19|ZFP92|ACSBG1|DGKG|ABCD2|NR3C2|WIPF3|ALDH1L1
MAFF	6.366956657226007	3.0	111.0	34|36|108	ADM|NFIL3|ZNF395|ENO1|HILPDA|GPRC5A|SPAG4|ANGPTL4|STC2|NDRG1|HMOX1|LOX|CLEC5A|CA12|VEGFA|PLIN2|CA9|NPC1L1|AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2|CXCL8|NFIL3|HMOX1|BHLHE40|MYC|MXD1|HSPA1A|NAMPT|PLIN2|KLF10|MAFF
IRF7	6.18632942564162	1.0	12.0	45	MX2|IRF7|ISG15|IFI44L|RSAD2|IFIT1|ZBP1|IFI27|IFI6|OASL|STAT1|MX1
MYBL2	6.075836045820246	2.0	26.0	47|75	ZNF449|HOXA1|COL2A1|ZIC1|LTK|FOXF1|FOXD1|HOXA10|GSTM1|TWIST1|GRB14|TBX15|HAPLN1|SCML4|ULBP1|E2F2|ZNF367|MXD3|MYBL2|ASPM|E2F8|E2F1|TOP2A|DLGAP5|PBK|FOXM1
BHLHE40	5.890128991117945	5.0	199.0	3|34|36|108|117	CFB|SOCS3|IER3|NFKB2|FCN1|C15orf48|CCL2|CXCL5|THBS1|PTGS2|TNFSF14|SLC39A8|ANPEP|IL1RN|BCL2A1|FFAR2|TNFAIP2|OSM|IL1B|LIF|CEBPD|HMOX1|PTX3|SLC16A10|CEBPB|TREML2|CXCL8|RRAD|AQP9|ICAM1|THBD|CHI3L2|KCNJ15|PLAUR|NAMPT|LILRA5|IL6|TGFBI|STC1|BHLHE40|TREM1|MAFF|SAA2|CXCL2|CXCL1|BIRC3|MMP19|ADAM8|LILRA6|SOD2|S100A9|CXCL3|IL32|VDR|RELB|HSD11B1|FCAR|STAT3|G0S2|IL1A|PLIN2|HSPA6|FOSL2|KLF10|NFKB1|ADM|NFIL3|ZNF395|ENO1|HILPDA|GPRC5A|SPAG4|ANGPTL4|STC2|NDRG1|HMOX1|LOX|CLEC5A|CA12|VEGFA|PLIN2|CA9|NPC1L1|AEBP1|SOCS3|MYZAP|GDF15|RAB36|AHNAK2|RGS22|TEAD3|C2orf50|PDPN|SRPX2|RARRES2|TXLNB|LCTL|CXCL14|EVC2|IGFBP2|FLNC|SPOCD1|C6orf141|RUNX1|GPX8|MDK|TPPP3|LIF|NFATC4|RBP1|SOD3|TMIE|GCOM1|PTX3|TIMP1|NMNAT3|LRRC2|CPA4|FAM181A|ARSJ|CHI3L1|SH2D4A|LRRC55|NSUN7|FMOD|KCNE4|ABCA5|SPAG17|LRRFIP1|ADAM12|CLCF1|PLAU|DES|EMP3|FOSL1|VASN|CA12|CHRNA9|PDLIM4|F3|ELK3|TNFAIP6|TOM1L1|COL8A1|CLDN1|ABCC3|HES1|CCDC8|HSPB7|PIRT|FER1L5|CFAP45|LOXL1|MAOB|DDIT4L|TMEM158|PLA2G5|FBXO17|LGALS3|MT2A|ITGA3|STAT3|SERPINE1|HPD|SLC47A2|CXCL8|NFIL3|HMOX1|BHLHE40|MYC|MXD1|HSPA1A|NAMPT|PLIN2|KLF10|MAFF|RBPJ|GLRA4|PCDHA1|POU6F1|TFDP2|SCUBE2|ZNF274|GDF7|FERMT1|SMOC1|TRAM1L1|TCF7L1|CRLF1|SLC16A7|ZHX2|VEPH1|ZKSCAN8|ZNF239|ZKSCAN3|ZNF560|DLX5|MYCL|DCT
NPAS3	5.829511255137714	6.0	101.0	31|58|85|94|96|114	FOXG1|FABP7|KLHL4|PPP1R1C|CA14|GSG1L|IGSF3|ROBO2|TENM1|ARC|ACSBG1|TGIF2|SEZ6|NPAS3|POU3F3|ATP13A4|ELOVL2|RLBP1|COL9A3|SALL1|KCNIP1|ZNF521|CDK6|CDH4|FREM2|POU3F2|ZNF80|TFCP2|MAB21L1|SLC24A3|NKAIN3|SOX9|ZNF596|EDNRB|MEIS1|FAM181B|EMILIN3|RGS6|WSCD1|KCNF1|PROC|KCTD19|ELF2|TNK1|PKNOX1|TRIM7|ATP6V1C2|ZNF280B|TOX2|WNT9A|GLB1L2|SKIDA1|ZHX3|GSG1L|KLF15|NKAIN3|ACSBG1|DGKG|SOX9|ESRRG|COL28A1|MT3|NPAS3|GRIK1|EMILIN3|TRIL|NSUN7|SEC61G|SHOX2|POU3F2|LANCL2|TBX1|RBP1|FBXO17|DES|TGIF2|ZSCAN12|NMNAT3|EGFR|SH2D4A|INHBA|FOXC1|FOXC2|SFRP4|BPI|TBX18|PLA1A|C7|FBLN2|ALDH1A3|FIBCD1|CLIC5|LEF1|NMUR1|THSD7B|SOX17|SOX18|GLI1|ANO1|PTCH1|HEYL
KCNIP3	5.746840326124325	3.0	68.0	10|81|82	NETO1|CRTAC1|ZC3H12B|KCNQ5|MACROD2|CNTN1|NALCN|ERBB4|USP43|AFF2|FGF9|FUT9|CSDC2|SGCD|DPP10|GALNT13|TRIM67|OTOGL|MCF2L2|ARPP21|KCNIP3|LUZP2|EFCAB5|FAM135B|PCDH7|GABBR2|TCEAL2|KCNH8|FGF12|CACNA1A|EPB41L4B|SLITRK1|DLGAP1|PHACTR3|ZFPM2|CDH20|SLITRK5|CSMD3|RPS6KA6|LRRTM1|KCNK2|PHYHIPL|KCNB1|B3GALT2|CLSTN2|KCNH1|LDOC1|FGF9|DOK6|TRIM67|ARPP21|CDH20|CSMD3|LRRTM1|PCDH15|RPE65|FBXL2|TCEAL2|SOX1|IKZF2|PKIA|TVP23A|CACNA1A|DNER|SCRG1|GRIK2|SCN1A|DCT
ZNF217	5.609626341654406	5.0	163.0	18|19|21|99|117	RASGEF1C|RAB33A|CHADL|ERBB3|PDE11A|ZNF488|GPD1|FAM178B|GAL3ST1|SOX10|PTGDS|PLLP|NANOS1|CMTM5|POLR2F|UGT8|OMG|BCAS1|LGR5|KCNH8|ENPP6|TUBB4A|ZDHHC11B|ASPA|DSCAML1|LCNL1|ZNF536|IL1RAPL1|FAM222A|KLHL4|HS3ST3A1|CPNE4|TEAD3|NPNT|RASEF|COL23A1|HABP2|ZBTB42|TGIF2|CMYA5|ZIC5|MSMP|PKIB|GPR37|SRPX|NETO2|WIPF3|SPRY4|EYA4|ADRA1D|LANCL3|NOS2|POU3F2|ETV5|MGARP|ETV4|CREB3L1|GAS1|SOCS2|BCAT1|DPP4|PSORS1C1|STAC|ZNF217|MEIS1|SALL4|GRB10|ARSJ|HS3ST3B1|DUSP4|C1QTNF1|RGS6|SLC16A11|TSTD1|POSTN|TRPM3|TBX2|KCTD14|DBX2|LAMA2|CREB5|ZDHHC23|PNPLA3|ACSS3|CNGA3|ZIC2|SATB2|JPH1|ADAMTS3|FAM78B|TMEM221|PLA2G5|SHROOM3|MT1E|ADAM33|PDGFD|HOPX|ADAMTS18|ALK|KCNF1|ZFP69B|NKAIN1|RCOR2|DCX|RGR|ZNF74|MYCN|FOXO6|GADD45G|ONECUT2|SOX11|VAX2|ZBTB12|TSHZ1|SOX4|SEMA5B|PATZ1|NEU4|TNFRSF13C|ZNF711|GPC2|CTCF|SOX6|ZNF821|DLL3|SCN3A|MEX3A|KLF12|TSHZ1|TRIM71|SOX6|EPHB1|ZFP69B|DLL3|SCN3A|TSPAN11|MYH7|FLRT1|MYCN|FBN3|RBPJ|GLRA4|PCDHA1|POU6F1|TFDP2|SCUBE2|ZNF274|GDF7|FERMT1|SMOC1|TRAM1L1|TCF7L1|CRLF1|SLC16A7|ZHX2|VEPH1|ZKSCAN8|ZNF239|ZKSCAN3|ZNF560|DLX5|MYCL|DCT
ZNF138	5.44617113188019	2.0	83.0	9|48	NR2C2|ZNF286A|ZNF354C|ZNF737|ZNF35|SP4|ZNF682|POU2F1|ZNF253|ZNF649|SMAD4|ZFP37|ZNF292|ZNF131|ZNF512|ZNF519|ZNF782|ZBTB10|ZFP90|SMAD5|ZNF454|ZC3H8|ZNF891|ZNF678|ZNF10|ZNF382|ZFP1|ZNF195|ZNF24|ZNF669|ZNF300|ZNF660|ZNF85|ZNF675|ZNF879|ZNF595|ZNF90|ZBTB8A|ZNF726|ZNF93|ZBTB26|ZSCAN26|PGBD1|ZSCAN9|ZNF852|MYBL1|ZNF286B|ZNF510|ZNF141|ZFP62|ZNF781|VEZF1|ZKSCAN7|ZNF69|ZNF491|ZNF43|ZNF197|TCF4|ZNF501|ZNF184|CREB1|ZSCAN23|ZNF850|ZNF620|ZNF250|ZSCAN16|ZNF84|ZBTB8B|ZNF486|ZNF397|ZNF66|ZNF429|PURB|DMTF1|ZNF800|ZNF107|ZNF273|ZNF92|ZNF680|ZNF138|ZNF655|ZNF117|ZNF736
FOXG1	5.388130931474116	2.0	136.0	31|51	FOXG1|FABP7|KLHL4|PPP1R1C|CA14|GSG1L|IGSF3|ROBO2|TENM1|ARC|ACSBG1|TGIF2|SEZ6|NPAS3|POU3F3|ATP13A4|ELOVL2|RLBP1|COL9A3|SALL1|KCNIP1|ZNF521|CDK6|CDH4|FREM2|POU3F2|ZNF80|TFCP2|MAB21L1|SLC24A3|NKAIN3|SOX9|ZNF596|EDNRB|MEIS1|FAM181B|EMILIN3|RGS6|WSCD1|KCNF1|TNN|LHFPL3|LMO1|KLHL4|OLIG2|SP4|SHOX2|HSF2|RGR|BEST3|TSPAN11|CPNE4|ZNF292|OLIG1|MMP16|C2orf80|FGF14|ELOVL2|NETO2|ZNF521|CREBZF|ZNF662|FOXN2|ZNF10|CNR1|NOS2|CDK6|FREM2|SNTG1|ZNF441|ZNF354A|CREB3L1|GAS1|MAB21L1|SOCS2|ZNF322|ZNF596|BEX1|NFYA|LRRTM3|ASIC4|ETV1|FLRT3|DRAXIN|FAM181B|ZEB1|ZNF502|IGF2BP3|WSCD1|KLF12|FBN3|TCF12|FOXG1|GRIK3|DSCAM|BATF3|ACOT12|TMEM132B|TBX2|NKX2-2|KCTD14|TENM1|CCER2|TRIM71|CREB5|PNPLA3|RFX7|ERF|EGFR|STK32B|POU3F3|ZBTB24|ZNF718|SATB2|COL9A3|SOX8|KCNIP1|ZNF84|NKAIN4|TAS2R7|SEC61G|TAS2R8|NEU4|CDC5L|ASCL1|ZBTB2|FLRT1|VGF|ZNF80|ZNF114|XKR5|MYT1|ADAM33|E2F3|COL20A1|LHFPL4
BCL6B	5.304086290106512	3.0	63.0	25|32|114	PTCHD4|SCN9A|SCG2|ESR2|SCN7A|INMT|DIRAS3|LMOD1|COL22A1|COL19A1|AZGP1|UCN2|BDNF|MCHR1|TRPM8|HTR4|AIRE|DHH|TGFA|IGF2BP2|ELMOD1|ZFX|SEC14L6|EDA2R|CPNE8|PCSK1|MUC12|GRIA1|RYR3|ZNF436|RGS17|NGFR|NPAS2|PTPRH|FOXL2|VWA2|BCL6B|FOXL2NB|TMEM45B|SPATA22|LEF1|NKD2|MECOM|THSD7B|SOX17|ERG|FOXF2|LRRC36|KIT|FOXQ1|XPNPEP2|NODAL|FIBCD1|CLIC5|LEF1|NMUR1|THSD7B|SOX17|SOX18|GLI1|ANO1|PTCH1|HEYL
FOS	5.05185757963336	2.0	36.0	24|86	CCL4|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|CCL3|FOS|KLF6|RGS1|ATF3|EGR2|EGR3|NR4A2|JUN|GPR183|CSRNP1|KLF4|SRF|NR4A3|CREM|JUNB|EGR1|NR4A1|FOSB|FOS|KLF6|JDP2|RGS1|EGR2|EGR3|NR4A2
