Regulator	Target	Score	Overall_rank
H1_[16]_(K)_Unmod	22	7.515425668256001	42
H1_[16]_(K)_Ac	22	6.940605996537793	46
H2B_[16]_(K)_Bu	22	6.924907611906304	47
H1_[16]_(K)_Hib	22	6.636163368423974	48
H31_[14]_(K)_Ac	22	4.634587877224424	73
H31_[4]_(K)_Bu	22	4.532191636495894	74
dl_lysine_HI	1	23.582022545302717	7
l_phenylalanine_C18	1	13.839568848472377	15
l_arginine_HI	1	7.477252671570635	35
l_gulonolactone_HI	1	4.712196798544113	55
n_acetyl_l_aspartic_acid_HI	1	3.482370121581289	84
pantothenic_acid_C18	1	2.8125651078610368	109
3,5_di_tert_butylbenzaldehyde_C18	1	2.51327877897048	125
3_methylhippuric_acid_HI	3	25.29479497931493	6
3_hydroxy_3_methylglutaric_acid_C18	3	4.3077068798853375	63
o_phosphoethanolamine_HI	3	3.769889624922391	74
valylglycine_HI	3	2.852831667178559	107
2_acetamido_3__4_methoxyphenyl_propanoic_acid_HI	3	2.7793783290685865	111
n_acetylputrescine_C18	3	2.5260593920829573	124
phenylacetylglycine_HI	3	2.3656412898713657	129
n6,n6,n6_trimethyl_l_lysine_HI	4	17.921029348473763	10
creatinine_HI	4	9.241573250383254	28
choline_C18	4	6.133072726018369	43
pantothenic_acid_C18	4	4.998906748224452	52
d_glucuronolactone_C18	4	4.4583675228677775	59
o_acetylcarnitine_C18	4	4.330559915353344	61
n_acetylalanine_HI	4	3.856751041748169	70
dl_alanine_HI	4	3.4976399276519063	83
isocytosine_HI	4	2.470987105176337	127
4_acetamidobutanoic_acid_HI	6	6.135607687055811	42
l_histidine_HI	6	5.534003509183327	48
d_____glucose_HI	6	3.6244081568492974	78
d_____galactose_HI	6	3.30042281329224	91
n_acetylalanine_HI	6	3.100740620338795	95
asymmetric_dimethylarginine_HI	6	2.9619506423115376	101
alpha_ethylaminohexanophenone_HI	6	2.762868847817748	112
threonine_C18	6	2.6507026044370803	116
2_hydroxycinnamic_acid_HI	6	2.5622958997725203	122
phenylacetylglycine_C18	6	2.02065135069422	154
d_serine_HI	6	1.877522263471248	168
l_phenylalanine_C18	7	22.6993797225442	8
n_acetyl_1_aspartylglutamic_acid_C18	7	12.8000906290648	17
l_arginine_HI	7	9.735628839585676	26
n_methyl_d_aspartic_acid__nmda__HI	7	5.635646047103954	47
6_methylnicotinamide_C18	7	4.355891316922024	60
n_acetyl_l_aspartic_acid_HI	7	3.98883476583304	68
creatinine_HI	7	3.826885155419446	71
n6_methyladenine_HI	7	3.748522821706972	75
o_acetyl_l_serine_C18	7	3.658028009940516	77
υ_aminobutyric_acid__gaba__C18	7	2.1004443059822795	146
valine_HI	7	2.048371058594621	150
n6,n6,n6_trimethyl_l_lysine_HI	9	28.31215403324452	4
choline_C18	9	6.9205026878032925	37
d_____galactose_HI	9	2.536100318125849	123
n_acetylaspartylglutamic_acid_HI	9	1.7775032620411113	178
dl_lysine_HI	10	27.336507028436124	5
l_phenylalanine_C18	10	10.142409622858947	25
l_arginine_HI	10	8.743244005259818	29
capso_C18	10	3.3739061713251948	89
5_methoxysalicylic_acid_HI	10	3.0251479936188903	98
docosanamide_C18	10	2.809081812535272	110
panthenol_C18	10	2.276945212834448	135
5__hydroxymethyl__4_methoxy_2,5_dihydrofuran_2_one_HI	10	1.778919611850034	177
n_acetyl_l_aspartic_acid_HI	10	1.7363557902295066	184
histamine_C18	10	1.52934086199012	206
l_gulonolactone_HI	10	1.4953228758219677	213
n6_methyladenine_HI	10	1.4808616391523426	215
n6_methyladenine_C18	11	30.951085875093064	1
valine_HI	11	2.9693453859629853	100
d_serine_HI	11	2.636328474757094	119
n_acetylputrescine_C18	13	7.948062013526965	32
l_arginine_HI	13	5.7592159241789735	46
n_methyl_d_aspartic_acid__nmda__HI	13	4.733820001429598	54
2_oxoglutaric_acid_C18	13	4.556779228093626	57
5'_s_methyl_5'_thioadenosine_C18	13	4.152873467608303	65
asparagine_HI	13	3.2349341052405016	92
uridine_5'_monophosphate_HI	13	2.9056805112649187	105
n_acetylserotonin_HI	13	2.8955854509346817	106
np_018661_C18	13	2.0833954503775214	148
n_acetyl_1_aspartylglutamic_acid_C18	13	1.995922316104736	156
2'_deoxyinosine_5'_monophosphate_C18	13	1.755256038461494	182
3_methylhippuric_acid_HI	16	17.642201351030984	11
valylglycine_HI	16	8.146698430474864	30
acetohydroxamic_acid_HI	16	4.237113308536883	64
n6_methyladenine_C18	16	3.221715496530407	93
thymidine_C18	21	7.984066235910824	31
allopurinol_HI	21	6.461498557527444	38
3_hydroxy_3_methylglutaric_acid_C18	21	6.3714043394873485	41
2_hydroxycaproic_acid_C18	21	3.789715569467993	72
np_020418_HI	21	3.5212513352726407	82
nicotinic_acid_C18	21	2.321125681127077	131
dodecylamine_C18	21	2.244547318247592	137
gamma_glutamylisoleucine_HI	21	1.8976607104938008	163
2_oxoglutaric_acid_HI	21	1.8917802504983832	165
ethyl_paraben_HI	21	1.80354874407287	173
gamma_glutamylvaline_HI	21	1.7345176851091717	185
creatine_HI	22	12.346797666103942	18
n6_methyladenine_C18	22	10.174080149475827	24
dl_malic_acid_HI	22	4.016419138015077	67
leucylleucine_HI	22	3.724164360920865	76
creatinine_HI	22	3.545076819393333	80
pantothenic_acid_C18	22	3.4742632659863	87
_s__homostachydrine_HI	22	2.7452067983763264	113
tolycaine_HI	22	1.9965606085655323	155
n_acetylputrescine_C18	22	1.8878348452106384	166
edaravone_HI	22	1.527642521757114	207
