Regulator	Targets
H1_[16]_(K)_Unmod	MPG|GGT1|CHMP2A|LCP2|ABR|WDFY4|TNFAIP2|HNRNPLL|RPS6KA1|SHC1|CORO1B|B3GAT3|PYCR1|AACS|SYTL1|P2RX4|MOB3A|SLC31A1|WDFY1|HCK|MVP|PREX1|SELENOT|MRC2|CASP1|TPP1|GRN|IKBKB|RNF170|TGFBR1|LY75|CAPG|MON2|ARMT1|RASSF2|PLEK|CST3|ARHGEF1|IL1RAP|NMI|ELMO2|PTPRJ|SFXN3|PRTN3|PTK2B|FMNL1|FAM114A2|CORO7|RAP1GDS1|ITGB2|PIK3AP1|BCL2|GNAI2|DENND3
H2B_[125]_(K)_Unmod	MPG|GGT1|CHMP2A|LCP2|ABR|WDFY4|TNFAIP2|HNRNPLL|RPS6KA1|SHC1|CORO1B|B3GAT3|PYCR1|AACS|SYTL1|P2RX4|MOB3A|SLC31A1|WDFY1|HCK|MVP|PREX1|SELENOT|MRC2|CASP1|TPP1|GRN|IKBKB|RNF170|TGFBR1|LY75|CAPG|MON2|ARMT1|RASSF2|PLEK|CST3|ARHGEF1|IL1RAP|NMI|ELMO2|PTPRJ|SFXN3|PRTN3
H31_[27]_(K)_Me3	PTK2B|FMNL1|FAM114A2|CORO7|RAP1GDS1|ITGB2|PIK3AP1|BCL2|GNAI2|DENND3|SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3|NDUFA3|MLYCD|NDUFB7|NDUFA2|MIPEP|SLC27A1|REEP6|NDUFB8|NDUFA11|NDUFB4|RNF170
H31_[27]_(K)_Bu	PTK2B|FMNL1|FAM114A2|CORO7|RAP1GDS1|ITGB2|PIK3AP1|BCL2|GNAI2|DENND3
H4_[20]_(K)_Unmod	HACL1|UBE2J1|FABP5|PRIM2|SF1|BCL2|TMEM161A|TMEM259|HSPA4L|RANGAP1|PPHLN1|KIF2C|PRPF4|MGST1|CHSY1|RACGAP1|ALDH3A2|CNOT3|MTF2|PGM1|CAPRIN1|BAZ1B|KPNA2|FAR1|INPP5A|AKAP8|DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
H4_[16]_(K)_Ac	HACL1|UBE2J1|FABP5|PRIM2|SF1|BCL2|TMEM161A|TMEM259|HSPA4L|RANGAP1|PPHLN1|KIF2C|PRPF4|MGST1|CHSY1|RACGAP1|ALDH3A2|CNOT3|MTF2|PGM1|CAPRIN1|BAZ1B|KPNA2|FAR1|INPP5A|AKAP8
H2B_[16]_(K)_Su	IDH3A|NDUFB7|EIF2S3|ATP5F1D|NDUFA11|MRPL53|ACO2|HIBADH|STK11IP|MRPL2|MRPL46|GFM1|HSD17B10|MRPL18|NDUFB8|NDUFB4|MRPS17|MT-CO1|HDHD5|NDUFS3|MRPS10|MIPEP|CARS2|TUFM|MMAA|NDUFA3|MT-ND3|NDUFA2|MRPL22|NUDT6|MYO18B|DNAJC19|HSPA9
H31_[9]_(K)_Unmod	IDH3A|NDUFB7|EIF2S3|ATP5F1D|NDUFA11|MRPL53|ACO2|HIBADH|STK11IP|MRPL2|MRPL46|GFM1|HSD17B10|MRPL18|NDUFB8|NDUFB4|MRPS17|MT-CO1|HDHD5|NDUFS3|MRPS10|MIPEP|CARS2|TUFM|MMAA|NDUFA3|MT-ND3|NDUFA2|MRPL22|NUDT6|MYO18B|DNAJC19|HSPA9
H4_[8]_(K)_Ac	CD4|TYROBP|HLA-C|YIPF3|PAAF1|SEMA4C|LMBRD1|TMEM126B|APLP2|ITM2C|ARL1|TAX1BP1|DOHH|HLA-A|SQLE|PRKACG|CLPTM1|CDK6|TM9SF2|SERINC1|BPNT2|PDXDC1
H4_[12]_(K)_Ac	CD4|TYROBP|HLA-C|YIPF3|PAAF1|SEMA4C|LMBRD1|TMEM126B|APLP2|ITM2C|ARL1|TAX1BP1|DOHH|HLA-A|SQLE|PRKACG|CLPTM1|CDK6|TM9SF2|SERINC1|BPNT2|PDXDC1
H33_[36]_(K)_Unmod	CD4|TYROBP|HLA-C|YIPF3|PAAF1|SEMA4C|LMBRD1|TMEM126B|APLP2|ITM2C|ARL1|TAX1BP1|DOHH|HLA-A|SQLE|PRKACG|CLPTM1|CDK6|TM9SF2|SERINC1|BPNT2|PDXDC1
H2A_[5]_(K)_Ac	CD4|TYROBP|HLA-C|YIPF3|PAAF1|SEMA4C|LMBRD1|TMEM126B|APLP2|ITM2C|ARL1|TAX1BP1|DOHH|HLA-A|SQLE|PRKACG|CLPTM1|CDK6|TM9SF2|SERINC1|BPNT2|PDXDC1
H31_[23]_(K)_Unmod	PIP4P2|TMBIM1|CD58|FBXO6|IAH1|RRAS|OSBPL3|OTUB1|PCYT1A|SH3GLB2|PRPS2|PLA2G4A|PTPN11
H31_[18]_(K)_Ac	PIP4P2|TMBIM1|CD58|FBXO6|IAH1|RRAS|OSBPL3|OTUB1|PCYT1A|SH3GLB2|PRPS2|PLA2G4A|PTPN11
H31_[56]_(K)_Lac	PIP4P2|TMBIM1|CD58|FBXO6|IAH1|RRAS|OSBPL3|OTUB1|PCYT1A|SH3GLB2|PRPS2|PLA2G4A|PTPN11
H31_[27]_(K)_Unmod	SYNE3|ABR|PGP|CASP1|TRAF3IP3|ARPC3|PSMB8|PIK3CG|TLR2|NDRG1|GPR108|ARHGEF1|SIRPA|MOB3A|SFXN3
H33_[37]_(K)_Bu	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
H1_[77]_(K)_Unmod	ANAPC5|GOPC|PPIL1|DCP2|CNOT1|USO1|ELP1|PA2G4|GGA2|SLC26A2|DRG1|PPM1B|COG1
H2B_[15]_(K)_Ac	NDUFA3|MLYCD|NDUFB7|NDUFA2|MIPEP|SLC27A1|REEP6|NDUFB8|NDUFA11|NDUFB4|RNF170
H2B_[16]_(K)_Bu	NDUFA3|MLYCD|NDUFB7|NDUFA2|MIPEP|SLC27A1|REEP6|NDUFB8|NDUFA11|NDUFB4|RNF170
H31_[37]_(K)_Me3	DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
H2A_[17]_(K)_Unmod	DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
H1_[16]_(K)_Bu	DUSP11|CRLF3|FAHD2A|EXOSC8|ICAM3|RDH13|HACD2|DHRS1|ALG9|ATP2A3|ESD|ERMP1|CCDC134|ANKRD13A|ACSS1|DHRS13|HEBP1|PNKD
