Regulator	Target	Score	Overall_rank
creatine_HI	5	2.190851026499327	141
dl_stachydrine_C18	5	1.7005809003720382	189
4_acetamidobutanoic_acid_HI	6	6.135607687055811	42
l_histidine_HI	6	5.534003509183327	48
d_____glucose_HI	6	3.6244081568492983	78
d_____galactose_HI	6	3.30042281329224	91
n_acetylalanine_HI	6	3.100740620338795	95
asymmetric_dimethylarginine_HI	6	2.9619506423115376	101
alpha_ethylaminohexanophenone_HI	6	2.7628688478177477	112
threonine_C18	6	2.6507026044370803	116
2_hydroxycinnamic_acid_HI	6	2.5622958997725203	122
phenylacetylglycine_C18	6	2.02065135069422	154
d_serine_HI	6	1.8775222634712478	168
l_phenylalanine_C18	7	22.6993797225442	8
n_acetyl_1_aspartylglutamic_acid_C18	7	12.800090629064801	17
l_arginine_HI	7	9.735628839585676	26
n_methyl_d_aspartic_acid__nmda__HI	7	5.635646047103954	47
6_methylnicotinamide_C18	7	4.3558913169220235	60
n_acetyl_l_aspartic_acid_HI	7	3.9888347658330403	68
creatinine_HI	7	3.826885155419446	71
n6_methyladenine_HI	7	3.7485228217069717	75
o_acetyl_l_serine_C18	7	3.6580280099405162	77
υ_aminobutyric_acid__gaba__C18	7	2.1004443059822795	146
valine_HI	7	2.048371058594621	150
choline_C18	8	14.81053963511386	14
spermine_HI	8	11.215239976700326	23
acetyl_l_carnitine_HI	8	6.424515488802394	39
morphine_d3_HI	8	6.382034345002539	40
ageratriol_HI	8	2.9249134392991403	103
dl_alpha_aminocaprylic_acid_HI	8	2.617382458445805	120
n6,n6,n6_trimethyl_l_lysine_HI	9	28.312154033244518	4
choline_C18	9	6.9205026878032925	37
d_____galactose_HI	9	2.5361003181258486	123
n_acetylaspartylglutamic_acid_HI	9	1.7775032620411113	178
dl_lysine_HI	10	27.336507028436124	5
l_phenylalanine_C18	10	10.142409622858949	25
l_arginine_HI	10	8.743244005259818	29
capso_C18	10	3.3739061713251948	89
5_methoxysalicylic_acid_HI	10	3.0251479936188903	98
docosanamide_C18	10	2.809081812535272	110
panthenol_C18	10	2.276945212834448	135
5__hydroxymethyl__4_methoxy_2,5_dihydrofuran_2_one_HI	10	1.7789196118500339	177
n_acetyl_l_aspartic_acid_HI	10	1.7363557902295066	184
histamine_C18	10	1.5293408619901199	206
l_gulonolactone_HI	10	1.4953228758219677	213
n6_methyladenine_HI	10	1.4808616391523426	215
n6_methyladenine_C18	11	30.951085875093064	1
valine_HI	11	2.9693453859629853	100
d_serine_HI	11	2.636328474757094	119
n6,n6,n6_trimethyl_l_lysine_HI	12	30.36295522921108	2
n6_methyladenine_C18	12	16.17797813115934	13
l_gulonolactone_C18	12	3.7702159070361216	73
n_acetylputrescine_C18	13	7.948062013526965	32
l_arginine_HI	13	5.7592159241789735	46
n_methyl_d_aspartic_acid__nmda__HI	13	4.733820001429598	54
2_oxoglutaric_acid_C18	13	4.556779228093626	57
5'_s_methyl_5'_thioadenosine_C18	13	4.152873467608303	65
asparagine_HI	13	3.2349341052405016	92
uridine_5'_monophosphate_HI	13	2.9056805112649187	105
n_acetylserotonin_HI	13	2.8955854509346817	106
np_018661_C18	13	2.0833954503775214	148
n_acetyl_1_aspartylglutamic_acid_C18	13	1.995922316104736	156
2'_deoxyinosine_5'_monophosphate_C18	13	1.755256038461494	182
n6,n6,n6_trimethyl_l_lysine_HI	14	5.853690098195236	45
n_methyl_d_aspartic_acid__nmda__HI	14	2.7418430906126066	114
triphenyl_phosphate_HI	14	2.3307645370539536	130
p_cresol_sulfate_HI	14	2.2128886027479506	138
sedanolide_HI	14	2.1848760775659968	142
l_gulonolactone_C18	15	18.322881943079025	9
normeperidine_HI	15	12.10312939616243	19
np_011223_HI	15	5.260056455939607	51
l_threonic_acid_HI	15	4.663368655617897	56
orotidine_C18	15	3.0357174671582317	97
l_gulonolactone_HI	15	2.848780453965547	108
desthiobiotin_C18	15	2.583371362096042	121
ethylphenylacetylurea_C18	15	2.0653982604844408	149
eicosapentaenoic_acid_HI	15	2.033568283784832	152
d_____glucose_HI	15	2.0286430478961264	153
l_methionine_sulfoxide_HI	15	1.8622155476592572	169
1__4_nitrophenyl_piperidine_HI	15	1.612811503908505	195
3_methylhippuric_acid_HI	16	17.642201351030984	11
valylglycine_HI	16	8.146698430474864	30
acetohydroxamic_acid_HI	16	4.237113308536883	64
n6_methyladenine_C18	16	3.221715496530407	93
l_proline_HI	17	7.785155210487115	33
l_norleucine_C18	17	7.300923025918432	36
2_methoxy_5_methylaniline_HI	17	3.453973242959179	88
6_chloro_5_fluoro_1h_1,2,3_benzotriazole_HI	17	2.972173656411865	99
resorcinol_diglycidyl_ether_HI	17	1.9178813432071427	162
adenine_HI	18	11.565937638283268	21
triphenyl_phosphate_HI	18	5.441110548487448	50
n8_acetylspermidine_HI	18	3.097899554512906	96
n_acetyl_l_glutamic_acid_HI	18	2.2029436420326274	140
oct_4_enedioic_acid_HI	18	2.0984231285447383	147
hydrocinnamic_acid_C18	18	2.0425545754842487	151
n_acetyl_l_aspartic_acid_HI	18	1.9731637695746422	158
l_phenylalanine_C18	19	12.094541729669832	20
cis_4_decenoic_acid_HI	19	4.321046060417249	62
l_phenylalanine_HI	19	4.053213228864303	66
n1_acetylspermine_HI	19	2.923787446122346	104
3_acetyl_2,5_dimethylfuran_HI	19	2.2956067780722282	133
creatinine_HI	19	1.9247593504793796	161
2_oxoglutaric_acid_C18	19	1.8209007516867652	171
l_asparagine_C18	19	1.7855131680487624	176
n_methyl_d_aspartic_acid__nmda__HI	19	1.7396004025610647	183
ageratriol_HI	19	1.6769306144903922	192
nicotinamide_adenine_dinucleotide__nad___HI	20	30.13560008069631	3
dihomo_gamma_linolenic_acid_ethyl_ester_HI	20	4.470231790134455	58
10z_heptadecenoic_acid_HI	20	2.2900048635916996	134
prolylleucine_HI	20	2.1025215862267066	145
thymidine_C18	21	7.984066235910824	31
allopurinol_HI	21	6.461498557527444	38
3_hydroxy_3_methylglutaric_acid_C18	21	6.3714043394873485	41
2_hydroxycaproic_acid_C18	21	3.789715569467993	72
np_020418_HI	21	3.5212513352726407	82
nicotinic_acid_C18	21	2.321125681127077	131
dodecylamine_C18	21	2.244547318247592	137
gamma_glutamylisoleucine_HI	21	1.8976607104938008	163
2_oxoglutaric_acid_HI	21	1.8917802504983832	165
ethyl_paraben_HI	21	1.8035487440728701	173
gamma_glutamylvaline_HI	21	1.7345176851091715	185
creatine_HI	22	12.346797666103942	18
n6_methyladenine_C18	22	10.174080149475829	24
dl_malic_acid_HI	22	4.016419138015077	67
leucylleucine_HI	22	3.724164360920865	76
creatinine_HI	22	3.5450768193933335	80
pantothenic_acid_C18	22	3.4742632659863	87
_s__homostachydrine_HI	22	2.7452067983763264	113
tolycaine_HI	22	1.9965606085655323	155
n_acetylputrescine_C18	22	1.8878348452106384	166
edaravone_HI	22	1.527642521757114	207
