Regulator	Target	Score	Overall_rank
2_hydroxyglutaric_acid	89	2.88489517906857	142
timonacic	89	2.1500216652618818	215
2_hydroxyglutaric_acid	90	3.7246807430427444	81
Unknown_021	90	1.9067535091163401	267
creatinine	92	5.4773548524241615	39
cholesterol_(spectral_match)	93	6.073938772060448	31
L_mimosine	93	2.6773776887085403	156
Unknown_006	93	2.54125338724939	169
2_hydroxyglutaric_acid	94	11.625554626901291	4
pantothenic_acid	94	3.5829526998233994	90
glycerol_3_phosphate	95	4.529406453355883	57
Unknown_039	95	4.073650309537554	70
Unknown_025	95	2.358911998360806	187
phosphoric_acid_(spectral_match)	96	4.988879615236628	48
heptadecanoic_acid	96	2.138241920002785	218
L_glutamic_acid	97	2.545618610850449	167
2_hydroxyglutaric_acid	98	3.1172269401615895	123
creatinine	98	2.6158817495034508	163
homocysteine	99	5.494900797379506	38
creatinine	99	2.804344664004473	151
Unknown_035	99	2.4816184776941355	178
2_hydroxyglutaric_acid	99	2.0692472216913345	234
campesterol	100	5.182164066620555	42
2_hydroxyglutaric_acid	100	2.821369735316998	147
myo_inositol	100	2.259087532306836	200
D_glucose	100	2.048819640472876	236
creatinine	101	8.318065050538685	18
myo_inositol	101	3.94184244551248	74
2_hydroxyglutaric_acid	102	8.79022147749105	15
glycerol_3_phosphate	102	3.579726145359717	91
homocysteine	103	4.728963504849339	52
Unknown_023	103	2.2964509061522413	197
Unknown_017	103	2.213647120655768	207
Unknown_021	104	10.003709243173605	8
creatinine	104	2.827279854205844	146
2_hydroxyglutaric_acid	105	3.753688184827902	80
Unknown_004	106	5.142272593602104	43
Unknown_017	106	3.33924367934889	106
2_hydroxyglutaric_acid	106	3.0584410725323914	129
citricacid	106	2.0836485729435275	233
myo_inositol	107	3.446103435922885	98
Unknown_023	107	2.204402955115321	208
Unknown_015	108	6.70355060150294	26
glycerol_3_phosphate	108	1.9871090421330626	246
capricacid	110	2.5404092239400318	170
D_gluconic_acid	110	2.0434969070345024	237
2_hydroxyglutaric_acid	111	2.863225502038731	144
myo_inositol	111	2.1541055553000072	214
pyrophosphate	112	3.571625202332233	94
glycerol_3_phosphate	113	3.800781471816345	76
Unknown_017	113	2.107870091747677	230
myo_inositol	114	5.8705697320995185	33
Unknown_011	114	4.249393044100608	61
scyllo_inositol	114	1.991759664810971	245
D_mannose	115	4.483990597408863	58
creatinine	115	3.3093387347118077	107
2_hydroxyglutaric_acid	116	7.668613350569322	21
2_hydroxyglutaric_acid	117	9.922435717114823	10
D_fructose_6_phosphate	118	3.786581607433791	78
L_leucine	118	3.074922991185842	126
homocysteine	118	2.3897061522014273	184
fructose	119	3.104409838371883	124
O_phosphocolamine	119	2.979947382268287	135
L_alanine	119	2.1649487687735918	213
Unknown_051	120	2.2540913409461334	201
galactitol	122	2.5562040707418086	165
Unknown_042	122	1.9593976861840803	256
